Time [s], Analyzer Name, Decoded Protocol Result
2.542318750000000,SPI,MOSI: '0';  MISO: '8'
2.542424375000000,SPI,MOSI: '136';  MISO: '0'
2.542491000000000,SPI,MOSI: '0';  MISO: D
2.542571666666666,SPI,MOSI: '136';  MISO: '0'
2.542636583333334,SPI,MOSI: '0';  MISO: D
2.542757250000000,SPI,MOSI: '0';  MISO: '8'
2.542862875000000,SPI,MOSI: '136';  MISO: '0'
2.542927791666667,SPI,MOSI: '0';  MISO: D
2.543008500000000,SPI,MOSI: '136';  MISO: '0'
2.543073416666667,SPI,MOSI: '0';  MISO: D
2.543154083333333,SPI,MOSI: '136';  MISO: '0'
2.543219000000000,SPI,MOSI: '0';  MISO: D
