Time [s], Analyzer Name, Decoded Protocol Result
2.543299708333334,SPI,MOSI: '136';  MISO: '0'
2.543364625000000,SPI,MOSI: '0';  MISO: D
2.543445291666667,SPI,MOSI: '136';  MISO: '0'
2.543514916666667,SPI,MOSI: '0';  MISO: D
2.543595583333333,SPI,MOSI: '136';  MISO: '0'
2.543660500000000,SPI,MOSI: '0';  MISO: E
2.543744333333333,SPI,MOSI: '144';  MISO: '0'
2.543809250000000,SPI,MOSI: '0';  MISO: '5'
2.543890125000000,SPI,MOSI: '16';  MISO: '0'
2.543955041666667,SPI,MOSI: '5';  MISO: '8'
